CIF_NO,CUSTOMERNAME,DOB,GENDER,PAN_NO,MOBILE,CITY,STATE,OCCUPATIONTYPE,MONTHLY_INCOME,CREDIT_SCORE,CUSTOMER_SINCE_DATE
703780,Hari Verma,1959-03-15,M,KALDT3550F,6385359240,Pune,Maharashtra,Salaried,70385.27,717,2019-01-15
703781,Kavitha Mukherjee,1972-09-30,F,ZCPZY8543B,9221219648,Hyderabad,Telangana,Government Employee,135462.81,683,2010-04-10
703782,Ganesh Shah,1969-06-28,M,CVTOT9584C,7120234564,Kolkata,West Bengal,Business,191920.92,624,2019-07-03
703783,Pankaj Singh,1989-07-27,M,ZOIAX3456J,7039472487,Delhi,Delhi,Salaried,133630.79,629,2018-03-10
703784,Sangeetha Pillai,1973-10-27,F,PJYRU4388O,7502179392,Surat,Gujarat,Farmer,15507.82,610,2015-06-03
703785,Aishwarya Singh,1966-04-29,F,VORRT1143W,7842067970,Bhubaneswar,Odisha,Salaried,20599.74,688,2014-06-30
703786,Dinesh Dutta,1993-12-01,M,ZDCZW7488Q,9951944467,Bhubaneswar,Odisha,Farmer,36220.2,793,2010-01-25
703787,Balaji Kumar,1980-05-08,M,UYXOT9828T,7266223094,Chandigarh,Chandigarh,Business,180536.43,581,2011-05-18
703788,Arun Chauhan,1980-04-15,M,QXBRI5094F,6349133947,Coimbatore,Tamil Nadu,Self Employed,82825.55,-1,2010-02-12
703789,Latha Tiwari,1960-07-27,F,MHRKU5865J,6600842900,Chennai,Tamil Nadu,Salaried,173869.6,612,2016-05-04
703790,Arun Deshmukh,1996-10-06,M,GLXAS5625M,7921400096,Mumbai,Maharashtra,Salaried,125685.12,577,2012-09-20
703791,Vani Mehta,1974-08-22,F,UCGAZ4897K,7674407310,Bhubaneswar,Odisha,Self Employed,290682.76,664,2013-05-24
703792,Vikram Chowdhury,1963-11-10,M,JRKXE3507F,8452876729,Chennai,Tamil Nadu,Self Employed,275747.21,766,2013-07-03
703793,Ilango Krishnan,1974-03-31,M,VBJPA9078L,6359620560,Mumbai,Maharashtra,Self Employed,55693.85,638,2022-06-04
703794,Chitra Sen,1977-03-25,F,ZAEZA3415H,9103727375,Nashik,Maharashtra,Salaried,112576.23,698,2012-10-16
703795,Manoj Shah,1969-10-25,M,PAVHR0109G,9405675863,Pune,Maharashtra,Salaried,22774.03,451,2015-08-18
703796,Shankar Singh,1963-05-19,M,PXNLN4134K,6142736068,Surat,Gujarat,Business,240053.1,656,2024-01-27
703797,Pooja Shah,1962-02-16,F,XREIM9469T,9606998399,Kolkata,West Bengal,Self Employed,285636.17,715,2011-05-20
703798,Gopal Mukherjee,1957-09-25,M,FDIKR2282M,8438350228,Kanpur,Uttar Pradesh,Farmer,31299.33,612,2019-08-27
703799,Janani Rao,1999-09-26,F,RYVTE6468I,7968577857,Ahmedabad,Gujarat,Salaried,178905.36,516,2023-08-01
703800,Rakesh Raman,1988-10-20,M,QPMKJ9195Q,8909975202,Surat,Gujarat,Self Employed,98025.84,713,2022-01-18
703801,Nitin Shah,2004-08-05,M,VTRZM3462W,8631922079,Jaipur,Rajasthan,Government Employee,54210.55,659,2015-11-16
703802,Vinod Sen,1987-03-23,M,LBDOD3959W,8975960166,Bengaluru,Karnataka,Farmer,47842.13,840,2012-07-20
703803,Farooq Chowdhury,2000-12-13,M,PPENF1183R,6495841589,Lucknow,Uttar Pradesh,Retired,10166.86,615,2022-05-25
703804,Nandhini Reddy,1983-11-03,F,JJONX9934S,9162867116,Surat,Gujarat,Business,409024.69,655,2023-02-14
703805,Abhishek Thakur,1974-02-25,M,IRDQM7790R,8750776961,Ahmedabad,Gujarat,Self Employed,288610.27,634,2016-10-29
703806,Devi Raman,1969-08-03,F,BAZEY4171A,6832833504,Kolkata,West Bengal,Self Employed,191470.45,679,2019-02-16
703807,Ajay Roy,1975-03-08,M,BPPYM7354Z,9223901430,Kolkata,West Bengal,Salaried,22664.02,-1,2021-08-31
703808,Rajesh Desai,1999-08-22,M,RCLQT5795H,8253169314,Chennai,Tamil Nadu,Salaried,98014.97,498,2025-05-01
703809,Lakshmi Nair,1976-04-06,F,GPOYL3215I,7206730337,Chandigarh,Chandigarh,Government Employee,20913.73,797,2015-12-29
703810,Anand Yadav,1970-01-14,M,JWXXJ2962V,9782579865,Jaipur,Rajasthan,Business,39580.48,729,2010-07-06
703811,Parvathi Pillai,1997-04-26,F,OMFKL4433E,9761478741,Patna,Bihar,Salaried,48904.53,648,2012-01-30
703812,Rekha Raman,1982-07-11,F,FNSXM7811P,6748451171,Kolkata,West Bengal,Salaried,24314.38,636,2010-11-27
703813,Sunil Rajendran,1965-03-29,M,CCEAK3581P,9192519119,Jaipur,Rajasthan,Retired,56620.39,718,2024-10-08
703814,Nithya Iyer,1976-06-27,F,LBLNT0693G,6270094948,Kochi,Kerala,Retired,24104.28,703,2014-02-19
703815,Lakshmi Elumalai,1966-01-04,F,DWUSQ0409R,9393893589,Ahmedabad,Gujarat,Salaried,152875.71,630,2011-02-06
703816,Yamuna Nair,1966-01-29,F,SQWPP0538A,6699530231,Madurai,Tamil Nadu,Business,262093.52,654,2015-08-24
703817,Balaji Krishnan,1982-06-12,M,ALRNN8565T,7155653168,Mumbai,Maharashtra,Government Employee,24428.36,702,2011-07-08
703818,Mani Iyer,1962-01-03,M,VAZUP9105V,8292979581,Kolkata,West Bengal,Professional,434507.67,629,2018-02-24
703819,Anand Perumal,1973-02-10,M,QTSFO2948K,6800830246,Delhi,Delhi,Government Employee,130060.48,639,2018-11-05
703820,Kiran Nair,1991-05-17,F,UHPWA8750C,7058798937,Ranchi,Jharkhand,Government Employee,121518.91,630,2015-03-14
703821,Lakshmi Murugan,2003-01-28,F,DONRJ5625V,8872674674,Mumbai,Maharashtra,Salaried,48536.09,636,2021-07-26
703822,Vidya Chelladurai,1992-09-11,F,EYMDT8309X,7598015792,Mumbai,Maharashtra,Government Employee,57347.91,548,2018-03-15
703823,Ramesh Rajendran,1983-02-20,M,XNIFE7006K,6476044252,Chandigarh,Chandigarh,Business,29493.05,581,2014-03-02
703824,Chitra Chauhan,1966-03-04,F,RPIHI8911L,9408914914,Bhubaneswar,Odisha,Salaried,133699.64,704,2016-04-07
703825,Anjali Dutta,1963-01-17,F,MBIDC4587M,9243970834,Ahmedabad,Gujarat,Salaried,161262.35,743,2012-06-12
703826,Ashok Joshi,1957-08-12,M,WPKJT9771I,6757942734,Nashik,Maharashtra,Salaried,80618.87,665,2013-04-24
703827,Devi Chowdhury,1993-06-28,F,TJHJS5175G,9503995634,Lucknow,Uttar Pradesh,Salaried,58781.18,334,2024-02-29
703828,Dinesh Singh,1975-01-24,M,AGQQV3761B,6702569904,Delhi,Delhi,Salaried,98803.41,531,2025-04-24
703829,Naveen Gupta,1965-06-29,M,XVVIE7854E,8496850563,Ahmedabad,Gujarat,Salaried,135125.25,708,2019-10-25
703830,Amit Thakur,1967-01-31,M,WMIRO3091L,8027883540,Bhubaneswar,Odisha,Government Employee,130029.97,828,2019-11-30
703831,Sathish Roy,1978-10-12,M,GHGIE2695S,8495131302,Mumbai,Maharashtra,Government Employee,97085.77,783,2024-01-04
703832,Gopal Nambiar,1996-01-02,M,JJYMA4731M,7808093822,Bengaluru,Karnataka,Professional,340365.95,650,2016-08-20
703833,Harish Mukherjee,1961-06-18,M,XRTHA4592M,8449346297,Kolkata,West Bengal,Government Employee,108130.76,637,2012-04-10
703834,Aishwarya Rana,1986-05-10,F,XSPZA6445H,7518142434,Lucknow,Uttar Pradesh,Salaried,122058.27,629,2018-05-17
703835,Pooja Nair,2005-07-13,F,XOJXV7988L,9620922588,Kochi,Kerala,Business,153723.98,833,2023-09-14
703836,Sangeetha Bhat,1995-11-11,F,QJFVC7450F,8987784966,Mumbai,Maharashtra,Self Employed,242563.66,692,2010-10-27
703837,Priya Mukherjee,1981-11-14,F,KWPKA1809Y,9334282750,Coimbatore,Tamil Nadu,Self Employed,199929.63,584,2022-05-03
703838,Devi Sen,1996-05-31,F,QYTPW6141C,9299236263,Chandigarh,Chandigarh,Self Employed,173596.98,-1,2019-05-15
703839,Ilango Patel,1974-08-14,M,XYABL2566H,6544553047,Kochi,Kerala,Salaried,165776.82,759,2010-02-18
703840,Anand Mehta,2000-06-09,M,ZDFWX9998G,6080433965,Ranchi,Jharkhand,Business,382510.27,748,2019-09-14
703841,Vidya Yadav,2002-06-28,F,SIAUV4655U,8822471306,Chandigarh,Chandigarh,Self Employed,136596.57,481,2017-12-10
703842,Nithya Mukherjee,1972-07-17,F,XXOUN0584T,7448385414,Pune,Maharashtra,Salaried,42078.4,611,2020-07-06
703843,Ravi Pillai,1983-02-08,M,LMURZ7554O,7697574440,Chennai,Tamil Nadu,Salaried,154332.89,765,2018-01-31
703844,Divya Tiwari,1972-01-29,F,DPRHC5265J,9068335987,Bengaluru,Karnataka,Government Employee,149623.08,755,2023-10-20
703845,Sunil Bhat,1961-06-22,M,ONUUI5048G,7022232494,Mumbai,Maharashtra,Professional,174579.06,554,2012-11-30
703846,Kumar Dutta,1973-02-16,M,OIYVS8826M,6475723894,Kochi,Kerala,Salaried,38640.31,670,2021-03-30
703847,Pankaj Subramaniam,1983-02-26,M,FAUKJ7404Z,7524672900,Delhi,Delhi,Professional,74082.99,-1,2020-12-31
703848,Divya Menon,1993-09-28,F,YSCJM2305Q,7126757954,Lucknow,Uttar Pradesh,Government Employee,32848.46,753,2018-04-20
703849,Rajini Menon,1972-06-14,F,MDMNK7374D,7124276019,Delhi,Delhi,Business,385553.74,703,2020-05-31
703850,Parvathi Krishnan,1982-06-02,F,UVIRR2319Q,8329432763,Chandigarh,Chandigarh,Professional,406381.44,572,2010-06-14
703851,Nithya Chauhan,1963-01-11,F,KQSNQ3913S,6303131229,Kanpur,Uttar Pradesh,Government Employee,21085.94,653,2016-04-14
703852,Sunil Venkatesan,1995-10-08,M,DYYPW1154Y,9255808823,Madurai,Tamil Nadu,Self Employed,177544.32,733,2014-09-29
703853,Radha Menon,1957-12-13,F,ROZYL7700L,8842190217,Chandigarh,Chandigarh,Salaried,28406.79,717,2020-06-22
703854,Prakash Pillai,1964-09-09,M,UWXSG5717M,9817450226,Delhi,Delhi,Salaried,127574.72,581,2010-02-08
703855,Kumar Deshmukh,1971-05-11,M,ZHNDA1368P,6138246833,Bhubaneswar,Odisha,Business,434837.49,890,2020-08-26
703856,Nitin Jadhav,1980-03-25,M,DZHCE5917F,7343600307,Nashik,Maharashtra,Business,322634.95,692,2010-05-13
703857,Jagan Chelladurai,1992-10-05,M,CWLJS4109Q,9373869597,Patna,Bihar,Salaried,53380.84,530,2014-03-01
703858,Sneha Thakur,1985-09-27,F,QYPGB4841F,8378283900,Ranchi,Jharkhand,Government Employee,47139.91,640,2023-03-24
703859,Mahesh Verma,2002-07-10,M,CFNKO2616U,6220433292,Ahmedabad,Gujarat,Salaried,93412.05,415,2019-11-18
703860,Sandeep Sharma,1995-03-10,M,NAPKU5391E,6431947513,Mumbai,Maharashtra,Business,276756.52,607,2025-03-23
703861,Neha Verma,1998-07-04,F,ELXAN4443X,8623531238,Lucknow,Uttar Pradesh,Salaried,67904.01,667,2014-03-31
703862,Sneha Bose,1978-10-16,F,TGCQG9042P,7945396355,Bengaluru,Karnataka,Salaried,135195.0,897,2021-03-17
703863,Anand Deshmukh,1969-02-15,M,KIJDP8267K,9295602349,Nashik,Maharashtra,Business,257042.28,690,2019-09-30
703864,Radha Balasubramanian,1987-03-22,F,DOSTX6848V,9876535014,Kanpur,Uttar Pradesh,Business,371451.03,706,2020-05-02
703865,Hema Rana,1959-03-05,F,EMWRH8023I,7520168246,Kanpur,Uttar Pradesh,Business,385535.7,743,2011-04-08
703866,Harish Desai,1968-12-25,M,MEKLU6491U,6008670202,Bengaluru,Karnataka,Salaried,122089.39,-1,2016-12-28
703867,Yogesh Kulkarni,1990-06-19,M,NJOKN0834R,7986691484,Delhi,Delhi,Salaried,93865.62,692,2010-03-28
703868,Tara Dutta,1975-09-29,F,TRTEP8923U,6254727346,Chennai,Tamil Nadu,Self Employed,200445.87,616,2021-05-22
703869,Aishwarya Iyengar,1996-01-23,F,RZGBQ2022S,8173700326,Kolkata,West Bengal,Salaried,118949.71,799,2011-11-25
703870,Hari Rao,1965-10-18,M,KRDFV3698O,6241733543,Chennai,Tamil Nadu,Salaried,68573.78,721,2020-08-07
703871,Arun Murugan,1978-03-06,M,JLIOR6668M,7542714382,Mumbai,Maharashtra,Salaried,28256.52,817,2018-01-27
703872,Gokul Kumar,1998-05-26,M,UPCGR9085G,7644315746,Delhi,Delhi,Salaried,146272.03,-1,2013-04-01
703873,Rakesh Rao,1999-07-29,M,PTWKH4424F,8446483615,Ahmedabad,Gujarat,Professional,344920.78,769,2021-03-27
703874,Vidya Nambiar,1967-10-10,F,OGTPO6975J,8581999644,Kanpur,Uttar Pradesh,Professional,179963.74,585,2023-01-21
703875,Bharath Deshmukh,1976-11-09,M,JWHBY2658M,8571540994,Coimbatore,Tamil Nadu,Professional,225858.62,630,2016-08-18
703876,Harish Chelladurai,1972-01-10,M,GLKGO2924N,7630151248,Coimbatore,Tamil Nadu,Salaried,28942.93,635,2022-11-09
703877,Sneha Krishnan,1982-06-29,F,TMOCZ6949D,9165128440,Bhubaneswar,Odisha,Salaried,58619.96,637,2010-09-14
703878,Oviya Bose,1991-11-18,F,TVUKS6427W,8990651559,Delhi,Delhi,Salaried,36792.1,715,2013-11-28
703879,Hari Reddy,1973-04-13,M,SLXCH6796Q,9188904945,Lucknow,Uttar Pradesh,Self Employed,157157.14,656,2024-05-14
703880,Kavitha Deshmukh,1980-11-20,F,JZWEO4820U,6650611386,Mumbai,Maharashtra,Self Employed,280814.71,599,2018-10-12
703881,Suresh Roy,1996-02-17,M,IMFJE3889O,7280571694,Chennai,Tamil Nadu,Farmer,40816.77,810,2016-05-24
703882,Vinod Roy,1980-07-09,M,FSLJF1797B,9105090491,Patna,Bihar,Farmer,21067.61,800,2010-07-31
703883,Amit Mukherjee,1984-02-28,M,AVMUY6747D,8175347094,Coimbatore,Tamil Nadu,Salaried,25270.16,677,2018-08-20
703884,Kumar Pandey,1983-09-02,M,ERHPT8654O,8699730098,Lucknow,Uttar Pradesh,Self Employed,180213.56,575,2013-07-14
703885,Kalpana Pillai,1978-02-22,F,PLWCZ5343D,7553570314,Kanpur,Uttar Pradesh,Salaried,82953.35,616,2017-07-14
703886,Sneha Banerjee,1974-08-13,F,MHNSZ0262O,9466320450,Coimbatore,Tamil Nadu,Farmer,56420.94,603,2019-04-28
703887,Mahesh Banerjee,1995-06-20,M,BFFHL8827I,6383343710,Chennai,Tamil Nadu,Farmer,18002.58,590,2010-07-11
703888,Pankaj Naidu,1987-12-01,M,SQLJN1428Y,7904028693,Bengaluru,Karnataka,Salaried,51592.37,583,2013-05-04
703889,Dinesh Kumar,1964-03-27,M,VTDBH6992R,9749455696,Bengaluru,Karnataka,Self Employed,233240.03,696,2017-04-16
703890,Jagan Balasubramanian,1990-06-11,M,ZNGRP1148T,7405490936,Ahmedabad,Gujarat,Business,414280.41,701,2010-08-07
703891,Vivek Mukherjee,1962-12-02,M,RFUVY6171F,7304153438,Lucknow,Uttar Pradesh,Salaried,88845.24,714,2014-03-15
703892,Praveen Rao,1973-10-02,M,YOJDU2345R,8017645882,Coimbatore,Tamil Nadu,Business,207194.72,587,2014-08-20
703893,Praveen Raman,1970-12-10,M,PLSIZ5652E,9658098835,Bhubaneswar,Odisha,Government Employee,34849.05,701,2013-09-04
703894,Esther Rajendran,1971-01-15,F,IFIPC1807B,8473205478,Bengaluru,Karnataka,Salaried,122996.44,859,2014-11-12
703895,Uma Nambiar,1968-12-12,F,JWSDA2245Y,9786517772,Pune,Maharashtra,Government Employee,109703.72,696,2020-12-19
703896,Yogesh Pillai,1994-08-29,M,HWFZY8807B,9246340062,Patna,Bihar,Government Employee,81474.18,637,2015-07-03
703897,Janani Rao,1970-05-06,F,NOORZ6718O,6044528818,Chennai,Tamil Nadu,Salaried,63366.52,900,2018-11-03
703898,Rakesh Murugan,1978-01-07,M,MPWCW9513E,9448909218,Mumbai,Maharashtra,Salaried,78728.56,703,2010-03-16
703899,Bharath Bhat,1992-04-18,M,YZWLI9508G,7715811590,Jaipur,Rajasthan,Salaried,84813.61,616,2013-11-30
703900,Anitha Bhat,1985-08-22,F,BVUWC4962U,9687263982,Kolkata,West Bengal,Business,330009.24,756,2014-08-08
703901,Vinod Shah,1980-02-18,M,LMSMO2077V,6762750953,Pune,Maharashtra,Self Employed,280705.18,608,2019-11-02
703902,Deepa Desai,2005-03-09,F,EQVYW1027I,8709833341,Pune,Maharashtra,Self Employed,16979.51,640,2020-08-31
703903,Anitha Kumar,1976-02-06,F,VNAUG0785I,9545955726,Kochi,Kerala,Business,139605.11,768,2020-12-28
703904,Arun Perumal,1983-03-04,M,CWJTJ0469I,6583399621,Madurai,Tamil Nadu,Self Employed,269078.59,617,2013-06-30
703905,Karthik Nambiar,1963-05-13,M,OLPYJ7398T,9236833817,Kochi,Kerala,Self Employed,170266.51,536,2011-09-15
703906,Harish Rana,1958-06-03,M,PPRJF1872N,7272661886,Kolkata,West Bengal,Salaried,166735.53,740,2025-05-24
703907,Saranya Jadhav,1965-05-05,F,SLVQL0677I,8150667255,Lucknow,Uttar Pradesh,Salaried,31192.54,752,2010-01-15
703908,Dinesh Joshi,1961-01-28,M,TNTCR6669F,7051980022,Delhi,Delhi,Self Employed,107953.38,546,2013-03-13
703909,Abhishek Tiwari,2004-07-31,M,OGANQ8613A,8781726166,Delhi,Delhi,Salaried,103226.7,642,2023-01-31
703910,Vidya Iyengar,1973-06-23,F,GZKXU6549C,7190939324,Bhubaneswar,Odisha,Self Employed,60599.85,775,2012-05-30
703911,Lakshmi Jadhav,1978-02-26,F,WMKCN0087Q,7881824783,Bengaluru,Karnataka,Government Employee,75593.06,698,2012-06-19
703912,Anitha Chauhan,1981-07-16,F,ODIDB6568E,9034632559,Bengaluru,Karnataka,Salaried,40883.58,752,2013-01-16
703913,Devi Mukherjee,2002-12-10,F,GOTTJ1672S,6016074831,Patna,Bihar,Self Employed,90737.04,664,2015-07-18
703914,Jagan Reddy,1996-04-14,M,DDZXW7185K,6494515948,Kolkata,West Bengal,Salaried,128919.54,616,2010-11-05
703915,Mahesh Chelladurai,1963-08-04,M,EFLGG8920T,7262032081,Ahmedabad,Gujarat,Business,152312.57,623,2024-12-15
703916,Deepak Venkatesan,1972-07-29,M,WLMBQ8142P,7912898218,Mumbai,Maharashtra,Retired,28602.49,-1,2012-12-22
703917,Ajay Rana,1985-09-17,M,ZSDIX7487V,6135461729,Kanpur,Uttar Pradesh,Salaried,125499.96,646,2023-02-16
703918,Arjun Raman,1983-09-01,M,UELSI4510A,6285554218,Pune,Maharashtra,Farmer,27430.13,692,2020-06-02
703919,Padma Singh,2002-05-06,F,CDAHN2442L,6814656923,Kolkata,West Bengal,Retired,22899.54,-1,2020-02-06
703920,Vivek Naidu,1963-06-18,M,AGUZH6009N,9653908613,Patna,Bihar,Business,412627.48,425,2013-05-30
703921,Sathish Elumalai,1959-04-28,M,YXCCS0642V,6960500185,Mumbai,Maharashtra,Farmer,24740.36,497,2024-08-26
703922,Deepak Elumalai,2004-08-24,M,PRKLR7794U,7795933997,Ranchi,Jharkhand,Professional,201609.48,676,2014-11-29
703923,Chandran Pillai,1980-10-23,M,BIYLL9011A,6708677639,Mumbai,Maharashtra,Self Employed,61732.93,738,2025-02-15
703924,Sunil Pandey,2004-06-10,M,DEAEY5562U,7982005577,Ahmedabad,Gujarat,Government Employee,65821.22,614,2022-07-22
703925,Gokul Sen,1972-08-09,M,ESEDJ5087J,9000896211,Hyderabad,Telangana,Self Employed,85653.3,677,2025-06-29
703926,Selvi Sharma,1976-06-15,F,JWKYC6373Z,9541481848,Jaipur,Rajasthan,Salaried,135657.35,576,2010-02-06
703927,Usha Iyengar,1959-10-30,F,HMYGY3382T,7635568142,Patna,Bihar,Salaried,102435.75,548,2023-01-06
703928,Amit Rajendran,1990-02-11,M,PUHIC6746E,8876093340,Lucknow,Uttar Pradesh,Salaried,97546.68,691,2022-02-26
703929,Pooja Jadhav,1985-09-29,F,WIEYH2115T,6550034568,Chandigarh,Chandigarh,Self Employed,273398.62,670,2021-04-25
703930,Malathi Thakur,1997-02-23,F,YLFUG5752P,7780474735,Hyderabad,Telangana,Business,139190.59,629,2013-09-14
703931,Lavanya Raman,1961-07-09,F,RCKTK4694B,6910537117,Mumbai,Maharashtra,Farmer,52739.21,555,2024-01-04
703932,Suresh Thakur,1969-08-08,M,MIYDU9839B,6220517927,Bengaluru,Karnataka,Salaried,97536.92,683,2014-02-20
703933,Deepak Bhat,1958-06-01,M,DUTWU7741Z,9145528085,Patna,Bihar,Professional,168119.2,670,2019-12-16
703934,Manoj Bhat,1970-07-04,M,UFEFZ2249R,8092139863,Kolkata,West Bengal,Salaried,170661.05,652,2022-07-02
703935,Vivek Sen,1984-02-22,M,ALQPG1760G,9681966217,Patna,Bihar,Salaried,85544.19,665,2021-04-08
703936,Selvi Pillai,1963-01-19,F,LPACK1740S,8424069681,Kolkata,West Bengal,Business,438002.45,642,2024-12-28
703937,Divya Mehta,1962-05-14,F,THSZY3543F,9614391766,Bengaluru,Karnataka,Professional,159793.52,724,2010-08-27
703938,Saranya Reddy,1981-05-30,F,TXRYH0667J,9271944505,Hyderabad,Telangana,Salaried,170653.63,712,2025-01-15
703939,Uma Kulkarni,1957-02-11,F,PJQNP4663R,7822721548,Lucknow,Uttar Pradesh,Salaried,117789.27,841,2023-05-01
703940,Balaji Rao,1993-04-08,M,COCSN3639V,7625270861,Coimbatore,Tamil Nadu,Farmer,40393.95,806,2020-01-20
703941,Saranya Chowdhury,1968-10-14,F,SNIXS4420G,8178089266,Nashik,Maharashtra,Farmer,21725.98,671,2014-11-14
703942,Ilango Menon,1994-12-20,M,LAAEN8736S,7096807466,Ahmedabad,Gujarat,Salaried,148897.07,561,2022-01-30
703943,Uma Mukherjee,1969-12-13,F,YYVQL6413Q,8973660649,Madurai,Tamil Nadu,Salaried,176775.52,733,2012-10-06
703944,Devi Deshmukh,1977-01-22,F,KOVBN9027I,8187079839,Chandigarh,Chandigarh,Professional,110557.43,619,2010-12-01
703945,Mani Patel,1973-12-08,M,ZLSKD1805Q,6360907699,Mumbai,Maharashtra,Farmer,12197.55,815,2010-04-06
703946,Sowmya Bose,1973-12-09,F,JWJOD0055X,6772442350,Kochi,Kerala,Salaried,62257.12,537,2021-05-16
703947,Anjali Yadav,1963-11-20,F,YKEED1844L,9133301879,Delhi,Delhi,Salaried,111144.5,634,2024-02-02
703948,Bharath Jadhav,1961-09-28,M,NSMXZ8507U,6627026977,Nashik,Maharashtra,Salaried,153065.1,816,2012-03-03
703949,Sandeep Ghosh,1991-10-17,M,LLQRZ3213M,7042837981,Kochi,Kerala,Salaried,56562.18,674,2013-07-10
703950,Chandran Mishra,1979-04-25,M,ZMPRX8065L,7879206596,Chennai,Tamil Nadu,Salaried,75356.15,-1,2017-10-13
703951,Latha Yadav,1983-10-01,F,IBGTC9433J,7091257505,Ahmedabad,Gujarat,Business,193691.46,741,2016-05-10
703952,Rahul Saha,1993-12-31,M,AFTWU3428O,7076500124,Kanpur,Uttar Pradesh,Self Employed,18785.42,735,2013-02-13
703953,Vijay Yadav,1973-11-27,M,QEXUI9961Y,9422474950,Chennai,Tamil Nadu,Salaried,43897.14,628,2018-11-30
703954,Harish Menon,1979-05-12,M,VLRAH8662R,7434591202,Kanpur,Uttar Pradesh,Business,56904.77,751,2020-12-28
703955,Aishwarya Singh,1980-06-29,F,PJEIT0448R,7537912379,Mumbai,Maharashtra,Self Employed,224081.38,593,2015-02-13
703956,Sunitha Saha,1966-08-12,F,XTMTD1010S,6248357827,Delhi,Delhi,Salaried,150296.0,643,2010-04-01
703957,Sivakumar Bhat,1996-01-04,M,FXUJG1894S,6216250774,Chandigarh,Chandigarh,Self Employed,191420.78,869,2021-04-17
703958,Mani Patel,1980-03-13,M,VCKQU7645W,9383338047,Lucknow,Uttar Pradesh,Business,490772.33,656,2016-05-29
703959,Radha Rana,1978-11-29,F,FXJRL8411D,8524666878,Kolkata,West Bengal,Government Employee,142023.12,707,2020-12-03
703960,Kalpana Chowdhury,1963-06-26,F,DQCEN0404G,8831567849,Jaipur,Rajasthan,Salaried,155152.22,574,2020-11-29
703961,Sunitha Dutta,2002-06-08,F,GFVOZ8118Y,8109123722,Ahmedabad,Gujarat,Salaried,62621.97,-1,2014-11-28
703962,Naveen Subramaniam,1996-02-11,M,NHGXJ2194K,8481956679,Chandigarh,Chandigarh,Professional,406793.75,797,2021-07-22
703963,Rajini Desai,2004-12-21,F,GSAAV2764D,7680362253,Chennai,Tamil Nadu,Business,55205.38,588,2014-04-28
703964,Radha Chowdhury,1963-12-23,F,TKXLG3164Q,8691773382,Kolkata,West Bengal,Self Employed,268286.47,604,2021-06-24
703965,Rakesh Chauhan,1995-03-19,M,XKBCY1961I,7833737060,Mumbai,Maharashtra,Business,270599.05,617,2017-07-16
703966,Yamuna Venkatesan,2004-06-03,F,KKZZS5625I,6034561216,Nashik,Maharashtra,Business,247660.7,-1,2023-10-11
703967,Suresh Kumar,1989-07-02,M,EZVGF3257F,8604202274,Kanpur,Uttar Pradesh,Self Employed,49440.93,585,2017-06-12
703968,Vikram Sharma,1981-01-18,M,FEHQB2411W,7564488069,Chennai,Tamil Nadu,Salaried,129924.33,541,2011-10-19
703969,Gayathri Iyer,1997-06-26,F,QVOKI3530F,9667811983,Patna,Bihar,Salaried,79387.12,645,2013-07-06
703970,Amit Verma,1968-04-02,M,HSOPM5274D,7992446433,Surat,Gujarat,Business,208069.78,627,2024-02-01
703971,Mani Murugan,1978-03-19,M,BVNWT5110Z,7531576650,Chennai,Tamil Nadu,Salaried,171758.87,663,2019-06-05
703972,Ravi Nambiar,1973-02-13,M,ZOXTZ7115C,6213283700,Coimbatore,Tamil Nadu,Self Employed,82897.25,581,2020-04-19
703973,Sandeep Deshmukh,1972-04-23,M,OTTFL0780D,6508657725,Chandigarh,Chandigarh,Self Employed,234906.92,588,2014-03-19
703974,Sathish Elumalai,1976-07-25,M,NGTPZ6718Z,8636858202,Jaipur,Rajasthan,Professional,378874.42,642,2011-09-03
703975,Divya Pandey,1968-11-29,F,VGERG0732I,7942764887,Patna,Bihar,Self Employed,62765.24,671,2020-01-11
703976,Kumar Chowdhury,2004-10-31,M,BPMOG8082P,9198247629,Nashik,Maharashtra,Business,341525.65,586,2022-10-03
703977,Jagan Perumal,1967-08-14,M,WJRLB6688Z,8821930372,Mumbai,Maharashtra,Self Employed,297250.74,668,2023-05-28
703978,Anand Pillai,1980-10-18,M,PZGSB2393D,6110363071,Surat,Gujarat,Self Employed,194586.48,650,2019-07-31
703979,Kiran Sharma,1958-07-05,F,HIKMX1987Y,9443928961,Lucknow,Uttar Pradesh,Business,164462.94,768,2019-03-19
703980,Rohit Subramaniam,1975-10-04,M,RJEDO5242Y,8928526725,Ahmedabad,Gujarat,Self Employed,259958.37,730,2018-03-07
703981,Hari Menon,1957-07-26,M,IDGSO1736J,7077122182,Nashik,Maharashtra,Salaried,121215.69,717,2021-12-03
703982,Tara Bhat,1991-10-01,F,GGKDT6566Q,6451980592,Kanpur,Uttar Pradesh,Farmer,50286.72,-1,2015-04-15
703983,Sneha Raman,1959-12-07,F,JSLES2011P,7703521300,Delhi,Delhi,Government Employee,106198.57,764,2024-08-06
703984,Padma Tiwari,1984-08-01,F,XBTBB0413F,6310723864,Kanpur,Uttar Pradesh,Salaried,105419.18,613,2022-11-08
703985,Prakash Mishra,1964-10-18,M,PJFIQ8032F,9184610647,Chandigarh,Chandigarh,Business,119354.01,796,2012-08-06
